id,store,customer_type,gender,product_class,qty,total,date,time,pay_method,rating,subtotal,unit_price
453-12-7053,C,Normal,Male,Fashion accessories,3,144.081,2019-03-10,17:38:00,Credit card,6.5,137.21999999999997,45.73999999999999
296-11-7041,B,Member,Female,Health and beauty,1,28.4235,2019-01-12,20:07:00,Credit card,5.3,27.07,27.07
449-27-2918,B,Member,Female,Sports and travel,1,41.076,2019-03-26,11:02:00,Credit card,9.6,39.12,39.12
891-01-7034,B,Normal,Female,Electronic accessories,6,470.673,2019-01-01,19:07:00,Cash,6.7,448.26,74.71
744-09-5786,B,Normal,Male,Electronic accessories,6,138.663,2019-01-02,18:50:00,Cash,7.6,132.06,22.01
727-17-0390,A,Normal,Female,Food and beverages,5,333.9525,2019-03-16,12:43:00,Ewallet,4.8,318.04999999999995,63.60999999999999
568-88-3448,A,Normal,Male,Health and beauty,1,26.25,2019-03-03,15:09:00,Ewallet,5.5,25,25
187-83-5490,A,Member,Male,Electronic accessories,4,87.234,2019-01-31,13:47:00,Cash,4.7,83.08,20.77
767-54-1907,B,Member,Female,Fashion accessories,5,155.19,2019-02-13,16:59:00,Cash,6.9,147.79999999999998,29.559999999999995
710-46-4433,B,Member,Female,Food and beverages,9,731.43,2019-02-15,14:15:00,Credit card,4.5,696.5999999999999,77.39999999999999
533-33-5337,B,Normal,Male,Electronic accessories,10,833.595,2019-02-07,20:24:00,Cash,6.2,793.9,79.39
325-90-8763,C,Member,Female,Electronic accessories,10,488.985,2019-01-27,13:58:00,Cash,7.6,465.7,46.57
729-46-7422,C,Normal,Male,Food and beverages,1,37.6845,2019-02-23,16:52:00,Credit card,7.9,35.89,35.89
639-76-1242,C,Normal,Male,Food and beverages,5,212.73,2019-02-03,15:19:00,Cash,4.5,202.6,40.519999999999996
234-03-4040,B,Member,Female,Food and beverages,10,767.025,2019-03-03,12:25:00,Credit card,8.7,730.5,73.05
326-71-2155,C,Normal,Female,Sports and travel,4,310.59,2019-02-03,10:02:00,Cash,6.1,295.79999999999995,73.94999999999999
320-32-8842,C,Member,Female,Food and beverages,1,23.751,2019-03-17,18:58:00,Cash,6.4,22.62,22.62
470-32-9057,A,Member,Male,Food and beverages,5,269.535,2019-03-28,15:31:00,Credit card,9.1,256.7,51.339999999999996
878-30-2331,C,Member,Female,Sports and travel,10,572.775,2019-03-02,11:22:00,Credit card,7.1,545.5,54.55
440-59-5691,C,Member,Female,Health and beauty,7,273.0525,2019-02-08,13:12:00,Credit card,7.7,260.05,37.15
554-53-3790,B,Normal,Male,Sports and travel,6,233.226,2019-03-22,18:33:00,Cash,4.5,222.11999999999998,37.019999999999996
746-19-0921,C,Normal,Male,Food and beverages,1,22.659,2019-02-09,10:02:00,Ewallet,7.2,21.58,21.58
233-34-0817,C,Member,Female,Electronic accessories,1,103.782,2019-02-15,11:21:00,Cash,8.4,98.83999999999999,98.83999999999999
767-05-1286,C,Member,Female,Home and lifestyle,6,527.751,2019-01-23,12:10:00,Ewallet,5.4,502.61999999999995,83.77
340-21-9136,A,Member,Female,Sports and travel,4,168.21,2019-01-25,11:40:00,Cash,9.7,160.2,40.05
405-31-3305,A,Member,Male,Fashion accessories,10,452.865,2019-02-02,18:31:00,Credit card,5.5,431.3,43.13
731-59-7531,B,Member,Male,Health and beauty,8,609.588,2019-03-30,17:58:00,Cash,4.6,580.56,72.57
676-39-6028,A,Member,Female,Electronic accessories,5,338.31,2019-03-30,17:04:00,Cash,6.6,322.2,64.44
502-05-1910,A,Normal,Male,Health and beauty,3,205.317,2019-02-25,20:35:00,Credit card,6.3,195.54,65.17999999999999
485-30-8700,A,Normal,Female,Sports and travel,5,174.615,2019-03-18,16:10:00,Credit card,4.2,166.3,33.260000000000005
598-47-9715,C,Normal,Male,Electronic accessories,4,353.094,2019-03-07,16:54:00,Ewallet,4.4,336.28,84.07
701-69-8742,B,Normal,Male,Sports and travel,10,360.885,2019-03-16,10:11:00,Ewallet,6.7,343.7,34.37
575-67-1508,A,Normal,Male,Electronic accessories,1,40.53,2019-01-29,11:26:00,Ewallet,6.7,38.6,38.6
541-08-3113,C,Normal,Male,Food and beverages,8,554.148,2019-02-02,20:29:00,Cash,8.4,527.76,65.97
246-11-3901,C,Normal,Female,Electronic accessories,10,344.4,2019-02-15,12:12:00,Cash,6.2,327.99999999999994,32.8
674-15-9296,A,Normal,Male,Sports and travel,5,194.985,2019-01-08,13:05:00,Ewallet,5,185.70000000000002,37.14
305-18-3552,B,Member,Male,Home and lifestyle,10,633.99,2019-02-12,16:19:00,Cash,6,603.8,60.379999999999995
493-65-6248,C,Member,Female,Sports and travel,10,388.29,2019-01-01,19:48:00,Credit card,7,369.8,36.980000000000004
438-01-4015,B,Member,Female,Sports and travel,4,207.858,2019-03-21,15:25:00,Ewallet,6.6,197.96,49.49
709-58-4068,B,Normal,Female,Fashion accessories,10,431.445,2019-02-28,14:42:00,Cash,7.3,410.9,41.089999999999996
795-49-7276,A,Normal,Male,Fashion accessories,4,156.03,2019-03-23,18:59:00,Ewallet,8.3,148.6,37.15
556-72-8512,C,Normal,Male,Home and lifestyle,1,24.108,2019-01-30,20:47:00,Cash,4.3,22.96,22.96
627-95-3243,B,Member,Female,Home and lifestyle,9,734.076,2019-02-04,13:21:00,Ewallet,9.8,699.12,77.68
686-41-0932,B,Normal,Female,Fashion accessories,2,72.87,2019-03-13,19:48:00,Ewallet,8.2,69.4,34.7
510-09-5628,A,Member,Female,Fashion accessories,10,206.43,2019-03-15,18:20:00,Credit card,7.2,196.6,19.66
608-04-3797,B,Member,Female,Health and beauty,8,212.688,2019-03-05,20:24:00,Ewallet,8.7,202.55999999999997,25.319999999999997
148-82-2527,C,Member,Female,Home and lifestyle,10,127.26,2019-03-05,13:44:00,Credit card,8.4,121.2,12.120000000000001
437-53-3084,B,Normal,Male,Fashion accessories,2,209.769,2019-02-26,11:48:00,Ewallet,7.1,199.78,99.89
632-32-4574,B,Normal,Male,Sports and travel,8,637.728,2019-03-20,14:14:00,Cash,5.5,607.3599999999999,75.91999999999999
556-97-7101,C,Normal,Female,Electronic accessories,2,132.762,2019-01-01,15:51:00,Cash,8.5,126.44,63.22
862-59-8517,C,Normal,Female,Food and beverages,6,568.512,2019-01-27,11:17:00,Cash,6.2,541.4399999999999,90.24
401-18-8016,B,Member,Female,Sports and travel,1,103.0365,2019-01-21,17:36:00,Cash,8.9,98.13,98.13
420-18-8989,A,Member,Female,Sports and travel,8,432.768,2019-02-02,15:47:00,Cash,9.6,412.15999999999997,51.519999999999996
277-63-2961,B,Member,Male,Sports and travel,1,77.6685,2019-02-03,15:53:00,Credit card,5.4,73.96999999999998,73.96999999999998
573-98-8548,C,Member,Female,Fashion accessories,1,33.495,2019-01-05,12:40:00,Ewallet,9.1,31.899999999999995,31.899999999999995
620-02-2046,C,Normal,Male,Home and lifestyle,2,145.74,2019-01-27,19:48:00,Ewallet,9,138.8,69.4
282-35-2475,B,Normal,Female,Sports and travel,2,195.951,2019-03-25,17:53:00,Cash,6.3,186.61999999999998,93.30999999999999
511-54-3087,B,Normal,Male,Sports and travel,1,92.8725,2019-02-25,16:36:00,Credit card,9.5,88.45,88.45
726-29-6793,A,Member,Male,Electronic accessories,8,203.112,2019-01-28,20:54:00,Ewallet,9.8,193.44,24.18
387-49-4215,B,Member,Female,Sports and travel,3,152.775,2019-01-08,12:50:00,Cash,6.7,145.5,48.5
862-17-9201,B,Normal,Female,Food and beverages,6,529.515,2019-01-29,10:48:00,Credit card,7.7,504.29999999999995,84.05
291-21-5991,B,Member,Male,Health and beauty,5,321.7725,2019-03-29,14:28:00,Cash,7,306.45,61.29
602-80-9671,C,Member,Female,Home and lifestyle,6,100.485,2019-02-09,17:15:00,Credit card,5.1,95.69999999999999,15.949999999999998
347-72-6115,B,Member,Female,Sports and travel,7,666.939,2019-01-16,18:03:00,Credit card,6.2,635.18,90.74
209-61-0206,A,Normal,Female,Home and lifestyle,5,225.2775,2019-01-05,17:29:00,Ewallet,6.1,214.54999999999998,42.91
595-27-4851,A,Normal,Female,Fashion accessories,7,398.958,2019-01-27,18:05:00,Ewallet,9.3,379.96000000000004,54.28000000000001
189-52-0236,A,Normal,Male,Electronic accessories,7,731.6925,2019-03-14,12:07:00,Cash,7.6,696.85,99.55
503-07-0930,C,Member,Male,Sports and travel,7,429.1665,2019-02-23,19:49:00,Credit card,8.2,408.72999999999996,58.38999999999999
413-20-6708,C,Member,Female,Fashion accessories,1,54.0435,2019-03-18,15:52:00,Ewallet,8.5,51.47,51.47
425-85-2085,B,Member,Male,Health and beauty,5,288.015,2019-03-29,16:48:00,Ewallet,9.8,274.29999999999995,54.85999999999999
521-18-7827,C,Member,Male,Home and lifestyle,5,206.7975,2019-01-22,20:46:00,Credit card,8.7,196.95000000000002,39.39
220-28-1851,A,Normal,Male,Home and lifestyle,2,72.933,2019-03-01,18:14:00,Ewallet,9.7,69.46000000000001,34.730000000000004
600-38-9738,C,Member,Male,Sports and travel,5,377.58,2019-01-17,15:05:00,Credit card,4.3,359.59999999999997,71.91999999999999
734-91-1155,B,Normal,Female,Electronic accessories,3,143.9865,2019-03-26,10:34:00,Credit card,7.7,137.13,45.71
451-28-5717,C,Member,Female,Home and lifestyle,6,523.971,2019-03-20,11:23:00,Cash,7.3,499.02,83.17
609-81-8548,A,Member,Female,Home and lifestyle,6,235.872,2019-02-06,13:55:00,Credit card,5.9,224.64000000000001,37.440000000000005
133-14-7229,C,Normal,Male,Health and beauty,2,132.027,2019-01-01,11:43:00,Cash,5,125.73999999999998,62.86999999999999
534-01-4457,A,Normal,Male,Food and beverages,6,514.773,2019-01-27,14:36:00,Credit card,8,490.26,81.71
719-89-8991,A,Member,Female,Sports and travel,5,479.9025,2019-02-25,16:03:00,Ewallet,7.1,457.04999999999995,91.41
286-62-6248,B,Normal,Male,Fashion accessories,4,164.682,2019-01-16,20:03:00,Credit card,9,156.83999999999997,39.209999999999994
339-38-9982,B,Member,Male,Fashion accessories,2,125.706,2019-01-13,14:55:00,Ewallet,6.7,119.72,59.86
827-44-5872,B,Member,Female,Food and beverages,10,570.78,2019-02-07,11:28:00,Credit card,6.1,543.5999999999999,54.35999999999999
827-77-7633,A,Normal,Male,Sports and travel,9,926.9505,2019-02-17,19:41:00,Cash,9.3,882.81,98.08999999999999
287-83-1405,A,Normal,Male,Health and beauty,6,160.209,2019-02-12,19:01:00,Ewallet,7,152.57999999999998,25.429999999999996
435-13-4908,A,Member,Male,Fashion accessories,8,728.112,2019-01-24,18:04:00,Credit card,7.2,693.4399999999999,86.67999999999999
857-67-9057,B,Normal,Male,Electronic accessories,10,240.975,2019-02-06,19:20:00,Ewallet,8.2,229.49999999999997,22.949999999999996
236-27-1144,C,Normal,Female,Food and beverages,9,154.1295,2019-03-26,10:31:00,Ewallet,8.4,146.79,16.31
892-05-6689,A,Normal,Female,Home and lifestyle,5,148.68,2019-03-11,13:28:00,Ewallet,6.2,141.6,28.32
583-41-4548,C,Normal,Male,Home and lifestyle,7,122.5245,2019-02-07,11:36:00,Ewallet,7.4,116.69,16.669999999999998
339-12-4827,B,Member,Female,Fashion accessories,1,77.658,2019-01-05,11:32:00,Credit card,5,73.96,73.96
643-38-7867,A,Normal,Male,Home and lifestyle,1,102.837,2019-03-07,11:44:00,Ewallet,6.9,97.94,97.94
308-81-0538,A,Normal,Female,Fashion accessories,4,306.81,2019-02-25,17:16:00,Credit card,4.9,292.2,73.05
358-88-9262,C,Member,Female,Food and beverages,6,551.124,2019-02-01,18:43:00,Ewallet,5.1,524.88,87.48
460-35-4390,A,Normal,Male,Home and lifestyle,3,96.642,2019-01-22,11:00:00,Ewallet,9.1,92.03999999999999,30.679999999999996
343-87-0864,C,Member,Male,Health and beauty,1,79.674,2019-01-03,10:30:00,Credit card,7.1,75.88000000000001,75.88000000000001
173-50-1108,B,Member,Female,Sports and travel,4,84.756,2019-02-13,12:14:00,Credit card,5,80.72,20.18
243-47-2663,C,Member,Male,Electronic accessories,6,118.251,2019-01-28,16:43:00,Credit card,5.5,112.62,18.77
841-18-8232,B,Normal,Female,Food and beverages,1,74.76,2019-01-05,20:40:00,Credit card,9.2,71.2,71.2
701-23-5550,B,Member,Male,Home and lifestyle,4,163.002,2019-03-19,13:40:00,Ewallet,4.9,155.24,38.81
647-50-1224,A,Normal,Female,Fashion accessories,10,308.91,2019-01-12,16:23:00,Ewallet,8.9,294.2,29.419999999999998
541-48-8554,A,Normal,Male,Sports and travel,9,575.9775,2019-01-07,12:08:00,Credit card,6,548.55,60.949999999999996
539-21-7227,B,Normal,Female,Sports and travel,5,270.585,2019-01-26,17:45:00,Cash,4.2,257.7,51.54
213-32-1216,A,Normal,Female,Electronic accessories,6,416.178,2019-01-23,10:28:00,Cash,7.3,396.35999999999996,66.05999999999999
747-58-7183,B,Normal,Male,Fashion accessories,3,180.4005,2019-02-09,20:31:00,Ewallet,6.5,171.80999999999997,57.26999999999999
582-52-8065,B,Normal,Female,Fashion accessories,9,513.2295,2019-02-22,10:49:00,Cash,8.9,488.79,54.31
210-57-1719,B,Normal,Female,Health and beauty,9,550.368,2019-02-05,12:34:00,Cash,9.7,524.1600000000001,58.24000000000001
399-69-4630,C,Normal,Male,Electronic accessories,6,139.923,2019-03-07,10:23:00,Credit card,8.6,133.26,22.209999999999997
134-75-2619,A,Member,Male,Electronic accessories,7,142.002,2019-03-25,18:51:00,Cash,6.9,135.24,19.32
356-44-8813,B,Normal,Male,Home and lifestyle,3,118.062,2019-01-20,13:45:00,Credit card,7.7,112.44,37.48
198-66-9832,B,Member,Female,Fashion accessories,2,151.284,2019-02-04,19:38:00,Cash,9.5,144.07999999999998,72.03999999999999
283-26-5248,C,Member,Female,Food and beverages,10,1034.46,2019-01-30,20:23:00,Ewallet,4.5,985.2,98.52000000000001
712-39-0363,A,Member,Male,Food and beverages,6,262.458,2019-01-02,15:24:00,Ewallet,5.6,249.96,41.660000000000004
218-59-9410,A,Member,Female,Home and lifestyle,3,228.123,2019-03-29,16:54:00,Ewallet,8.2,217.26,72.42
174-75-0888,B,Normal,Male,Electronic accessories,9,203.931,2019-03-14,12:32:00,Cash,7.3,194.22,21.58
866-99-7614,C,Normal,Male,Food and beverages,10,936.6,2019-02-11,15:42:00,Credit card,4.4,892,89.2
134-54-4720,B,Normal,Female,Electronic accessories,8,356.328,2019-01-30,13:58:00,Ewallet,5.7,339.35999999999996,42.419999999999995
760-90-2357,A,Member,Male,Electronic accessories,6,469.413,2019-03-20,15:08:00,Ewallet,5,447.06,74.51
514-37-2845,B,Normal,Male,Fashion accessories,2,208.425,2019-03-20,13:02:00,Cash,9,198.5,99.25
698-98-5964,A,Normal,Female,Food and beverages,10,852.705,2019-01-17,13:01:00,Credit card,6.3,812.1,81.21000000000001
718-57-9773,C,Normal,Female,Sports and travel,10,517.965,2019-02-03,16:40:00,Credit card,9.4,493.3,49.33
651-88-7328,A,Normal,Female,Fashion accessories,9,621.243,2019-01-01,13:55:00,Cash,7.7,591.66,65.74
241-11-2261,B,Normal,Female,Fashion accessories,7,586.971,2019-01-10,10:33:00,Credit card,5.5,559.02,79.86
408-26-9866,C,Normal,Female,Sports and travel,7,543.753,2019-03-02,16:42:00,Ewallet,4.1,517.86,73.98
834-83-1826,B,Member,Female,Home and lifestyle,5,430.71,2019-02-25,17:16:00,Credit card,7.6,410.2,82.03999999999999
343-61-3544,B,Member,Male,Sports and travel,10,280.035,2019-01-29,11:48:00,Cash,8.6,266.7,26.669999999999998
239-48-4278,A,Member,Male,Food and beverages,7,74.4555,2019-03-10,19:35:00,Ewallet,8.3,70.91,10.129999999999999
355-34-6244,B,Normal,Male,Food and beverages,2,152.019,2019-01-13,19:55:00,Credit card,8.1,144.78,72.39
550-84-8664,A,Normal,Male,Sports and travel,5,451.0275,2019-03-22,14:33:00,Credit card,8.6,429.54999999999995,85.91
339-96-8318,B,Member,Male,Fashion accessories,7,597.6285,2019-03-01,19:49:00,Ewallet,6.3,569.17,81.30999999999999
458-61-0011,B,Normal,Male,Food and beverages,4,253.26,2019-02-20,18:43:00,Cash,5.8,241.2,60.3
592-34-6155,C,Normal,Male,Food and beverages,4,133.434,2019-01-14,14:43:00,Ewallet,6.2,127.08,31.77
797-88-0493,A,Normal,Female,Health and beauty,4,269.934,2019-03-26,13:54:00,Cash,7.7,257.08000000000004,64.27000000000001
207-73-1363,B,Normal,Male,Health and beauty,2,145.971,2019-03-01,12:15:00,Ewallet,8.1,139.02,69.51
390-31-6381,C,Normal,Male,Food and beverages,3,85.743,2019-01-07,12:37:00,Cash,7.3,81.66,27.22
443-82-0585,A,Member,Female,Health and beauty,4,326.256,2019-02-01,19:54:00,Cash,8.4,310.71999999999997,77.67999999999999
339-18-7061,C,Member,Female,Fashion accessories,2,195.258,2019-02-13,15:06:00,Credit card,8,185.96,92.98
359-90-3665,B,Member,Female,Fashion accessories,4,75.936,2019-01-14,18:03:00,Credit card,9.5,72.32000000000001,18.080000000000002
375-72-3056,B,Normal,Male,Sports and travel,3,198.639,2019-01-19,15:58:00,Ewallet,7,189.18,63.06
127-47-6963,A,Normal,Male,Health and beauty,4,217.182,2019-03-09,13:53:00,Credit card,9.8,206.83999999999997,51.709999999999994
278-86-2735,A,Normal,Female,Food and beverages,3,164.871,2019-03-27,14:03:00,Cash,9.2,157.02,52.34
695-28-6250,A,Normal,Female,Sports and travel,5,226.065,2019-02-04,16:38:00,Ewallet,7.7,215.29999999999998,43.059999999999995
379-17-6588,C,Normal,Male,Fashion accessories,10,625.905,2019-03-14,11:07:00,Cash,5.3,596.0999999999999,59.60999999999999
227-50-3718,A,Normal,Male,Health and beauty,5,76.755,2019-03-04,12:23:00,Cash,4.4,73.1,14.62
302-15-2162,C,Member,Male,Health and beauty,6,293.139,2019-03-03,10:54:00,Credit card,4.3,279.18,46.53
788-07-8452,C,Member,Female,Home and lifestyle,7,178.164,2019-01-27,17:38:00,Ewallet,9.4,169.67999999999998,24.24
560-49-6611,A,Member,Female,Sports and travel,1,47.859,2019-02-07,14:13:00,Cash,9.8,45.58,45.58
880-35-0356,A,Member,Female,Sports and travel,3,236.88,2019-02-05,11:51:00,Ewallet,4.8,225.6,75.2
585-11-6748,B,Member,Male,Sports and travel,3,304.92,2019-03-15,13:05:00,Cash,5.3,290.4,96.8
470-31-3286,B,Normal,Male,Health and beauty,3,46.683,2019-03-01,11:30:00,Credit card,8.7,44.46,14.82
152-68-2907,A,Normal,Male,Food and beverages,3,164.43,2019-02-15,13:30:00,Credit card,9.5,156.6,52.199999999999996
123-35-4896,C,Normal,Female,Sports and travel,9,440.937,2019-02-17,19:11:00,Ewallet,5.3,419.94,46.66
258-69-7810,C,Normal,Female,Fashion accessories,5,193.4625,2019-01-26,18:53:00,Cash,9.2,184.25,36.85
334-64-2006,A,Member,Female,Home and lifestyle,2,147.672,2019-03-24,14:22:00,Ewallet,9.6,140.64,70.32
219-61-4139,C,Normal,Male,Electronic accessories,1,87.234,2019-01-23,17:16:00,Ewallet,6.4,83.08,83.08
881-41-7302,C,Normal,Female,Fashion accessories,1,68.2395,2019-01-26,10:06:00,Credit card,4.5,64.99000000000001,64.99000000000001
373-09-4567,C,Normal,Male,Food and beverages,10,814.38,2019-03-14,20:35:00,Ewallet,6.9,775.5999999999999,77.55999999999999
642-30-6693,B,Normal,Female,Sports and travel,6,343.413,2019-03-17,13:54:00,Ewallet,7.8,327.06,54.51
484-22-8230,C,Member,Female,Fashion accessories,7,381.3915,2019-01-08,20:08:00,Cash,4.5,363.23,51.89
830-58-2383,B,Normal,Male,Home and lifestyle,4,133.35,2019-02-08,15:26:00,Cash,8.6,126.99999999999999,31.749999999999996
559-98-9873,A,Member,Female,Fashion accessories,7,394.3275,2019-02-10,12:56:00,Ewallet,5.2,375.54999999999995,53.64999999999999
544-32-5024,C,Member,Female,Food and beverages,4,209.118,2019-03-28,19:16:00,Credit card,6.4,199.16,49.79
318-12-0304,A,Normal,Male,Fashion accessories,1,32.1405,2019-01-23,12:20:00,Ewallet,5.2,30.610000000000003,30.610000000000003
349-97-8902,B,Member,Male,Food and beverages,2,121.569,2019-01-17,10:37:00,Ewallet,8.9,115.78,57.89
421-95-9805,A,Normal,Female,Electronic accessories,1,30.408,2019-02-07,10:18:00,Credit card,6.2,28.96,28.96
277-35-5865,C,Member,Female,Food and beverages,9,935.2665,2019-03-09,11:23:00,Cash,6.7,890.7299999999999,98.96999999999998
789-23-8625,B,Member,Male,Fashion accessories,3,293.643,2019-01-24,11:45:00,Cash,7.2,279.65999999999997,93.21999999999998
284-54-4231,C,Member,Male,Sports and travel,1,84.9765,2019-01-19,16:08:00,Credit card,9,80.92999999999999,80.92999999999999
443-59-0061,A,Member,Male,Food and beverages,10,708.225,2019-02-03,11:25:00,Ewallet,4.2,674.5,67.45
509-29-3912,A,Member,Female,Sports and travel,9,365.904,2019-03-20,12:24:00,Ewallet,4.2,348.47999999999996,38.72
327-40-9673,B,Member,Male,Sports and travel,6,457.38,2019-01-13,19:51:00,Cash,6.9,435.59999999999997,72.6
840-19-2096,C,Member,Male,Electronic accessories,5,461.5275,2019-03-14,18:10:00,Ewallet,4.4,439.54999999999995,87.91
828-46-6863,A,Member,Male,Food and beverages,6,620.739,2019-01-23,11:22:00,Credit card,4,591.18,98.52999999999999
641-96-3695,C,Member,Female,Fashion accessories,6,273.798,2019-02-07,17:55:00,Ewallet,8.5,260.76,43.46
420-97-3340,A,Normal,Female,Food and beverages,3,225.792,2019-03-28,15:30:00,Credit card,9.2,215.04,71.67999999999999
436-54-4512,A,Member,Female,Food and beverages,1,96.1905,2019-03-20,19:44:00,Cash,9.8,91.61,91.61
670-79-6321,B,Member,Female,Home and lifestyle,7,695.2365,2019-01-17,15:27:00,Credit card,4.9,662.13,94.59
852-62-7105,B,Normal,Female,Fashion accessories,10,874.125,2019-01-12,11:25:00,Credit card,4.4,832.5,83.25
598-06-7312,B,Member,Male,Fashion accessories,1,95.9175,2019-02-16,15:42:00,Cash,6.8,91.35,91.35
135-13-8269,B,Member,Female,Food and beverages,2,165.648,2019-01-26,16:04:00,Cash,9.1,157.76,78.88
816-57-2053,A,Normal,Male,Sports and travel,2,127.827,2019-03-09,12:37:00,Ewallet,8.7,121.74,60.87
628-90-8624,B,Member,Male,Health and beauty,10,867.09,2019-03-14,14:41:00,Cash,5,825.8,82.58
856-66-2701,A,Member,Male,Home and lifestyle,3,167.895,2019-01-25,14:19:00,Ewallet,7.5,159.9,53.300000000000004
308-39-1707,A,Normal,Female,Fashion accessories,1,12.6945,2019-01-26,18:19:00,Credit card,8.2,12.09,12.09
149-61-1929,A,Normal,Male,Sports and travel,10,673.995,2019-01-19,14:08:00,Credit card,6.7,641.9,64.19
655-07-2265,A,Normal,Male,Electronic accessories,3,246.6765,2019-03-05,16:38:00,Ewallet,5.4,234.93,78.31
589-02-8023,A,Member,Male,Food and beverages,2,175.917,2019-01-15,10:54:00,Credit card,7,167.54,83.77
420-04-7590,B,Normal,Male,Home and lifestyle,3,314.055,2019-03-18,11:29:00,Ewallet,4.7,299.09999999999997,99.69999999999999
182-88-2763,B,Member,Male,Food and beverages,3,251.7165,2019-03-20,19:28:00,Credit card,5,239.73,79.91
188-55-0967,B,Member,Male,Health and beauty,10,697.935,2019-01-15,15:01:00,Credit card,5,664.6999999999999,66.47
610-46-4100,A,Normal,Male,Health and beauty,7,212.7825,2019-03-03,20:31:00,Credit card,6,202.64999999999998,28.949999999999996
318-81-2368,C,Normal,Female,Electronic accessories,1,48.51,2019-03-19,12:16:00,Cash,6.3,46.199999999999996,46.199999999999996
364-33-8584,B,Member,Female,Food and beverages,5,92.5575,2019-03-08,15:27:00,Cash,8.5,88.15,17.630000000000003
665-63-9737,B,Normal,Male,Fashion accessories,3,165.123,2019-02-27,17:36:00,Ewallet,7.5,157.26,52.419999999999995
695-09-5146,B,Member,Female,Food and beverages,3,311.1885,2019-02-23,20:00:00,Ewallet,6.4,296.36999999999995,98.78999999999998
155-45-3814,C,Member,Female,Electronic accessories,8,743.82,2019-03-19,15:29:00,Ewallet,4.7,708.4,88.55
794-32-2436,B,Member,Male,Electronic accessories,2,116.907,2019-03-27,15:08:00,Ewallet,6,111.33999999999999,55.669999999999995
131-15-8856,C,Member,Female,Food and beverages,8,609.168,2019-03-30,19:26:00,Credit card,4,580.16,72.52
273-84-2164,C,Member,Male,Electronic accessories,5,63.2625,2019-02-16,15:53:00,Ewallet,5.5,60.25,12.05
706-36-6154,A,Member,Male,Home and lifestyle,9,182.952,2019-01-18,18:43:00,Ewallet,8.7,174.23999999999998,19.36
778-89-7974,C,Normal,Male,Health and beauty,6,442.323,2019-03-30,14:58:00,Cash,7.4,421.25999999999993,70.21
574-31-8277,B,Member,Male,Fashion accessories,1,35.3115,2019-03-20,19:55:00,Cash,5.6,33.63,33.63
859-71-0933,C,Member,Female,Sports and travel,2,32.529,2019-01-16,15:10:00,Cash,6.3,30.98,15.49
740-11-5257,C,Normal,Male,Electronic accessories,10,259.77,2019-02-24,16:44:00,Cash,7.1,247.39999999999998,24.74
369-82-2676,B,Normal,Male,Electronic accessories,5,397.215,2019-01-15,18:22:00,Ewallet,7.8,378.29999999999995,75.66
563-47-4072,B,Normal,Female,Health and beauty,6,351.603,2019-01-22,11:52:00,Cash,9.9,334.86,55.81
742-04-5161,A,Member,Male,Home and lifestyle,10,764.19,2019-02-03,17:24:00,Cash,7.3,727.8000000000001,72.78
149-15-7606,B,Member,Male,Sports and travel,9,352.674,2019-03-06,15:31:00,Ewallet,5.1,335.87999999999994,37.31999999999999
133-77-3154,B,Member,Male,Fashion accessories,4,252.756,2019-02-16,18:04:00,Credit card,9.4,240.72,60.18
169-52-4504,A,Normal,Female,Electronic accessories,3,49.4235,2019-03-14,14:13:00,Credit card,5.8,47.06999999999999,15.689999999999998
250-81-7186,C,Normal,Female,Electronic accessories,1,104.6745,2019-02-27,10:23:00,Credit card,8,99.69,99.69
562-12-5430,A,Member,Female,Fashion accessories,3,277.6725,2019-01-18,10:11:00,Ewallet,7.9,264.45,88.14999999999999
816-72-8853,A,Member,Female,Sports and travel,5,146.6325,2019-01-29,15:48:00,Cash,5.9,139.64999999999998,27.929999999999996
491-38-3499,A,Member,Male,Fashion accessories,1,58.2225,2019-02-26,17:46:00,Credit card,4.9,55.449999999999996,55.449999999999996
322-02-2271,B,Normal,Female,Sports and travel,3,135.3555,2019-02-03,11:46:00,Cash,9.3,128.91,42.97
842-29-4695,C,Member,Male,Sports and travel,7,125.979,2019-01-16,12:07:00,Credit card,7.9,119.97999999999999,17.139999999999997
725-67-2480,B,Member,Female,Fashion accessories,6,370.125,2019-03-24,18:14:00,Credit card,5.9,352.5,58.75
641-51-2661,C,Member,Female,Food and beverages,10,914.55,2019-02-12,14:45:00,Credit card,9.9,870.9999999999999,87.1
714-02-3114,C,Normal,Female,Sports and travel,2,207.48,2019-02-21,11:39:00,Cash,7.7,197.6,98.8
518-17-2983,A,Normal,Female,Fashion accessories,4,204.246,2019-02-04,15:44:00,Ewallet,7.6,194.52,48.63
779-42-2410,B,Member,Male,Food and beverages,3,181.881,2019-02-20,13:06:00,Ewallet,7.7,173.22,57.74
190-14-3147,B,Normal,Female,Health and beauty,4,75.474,2019-02-23,20:43:00,Ewallet,6.4,71.88,17.97
408-66-6712,C,Member,Female,Health and beauty,6,300.573,2019-02-16,14:19:00,Ewallet,4.4,286.26,47.71
679-22-6530,B,Normal,Female,Sports and travel,2,85.302,2019-01-17,10:01:00,Credit card,4.1,81.24000000000001,40.620000000000005
588-47-8641,A,Member,Male,Fashion accessories,10,588.42,2019-01-14,19:30:00,Ewallet,4.4,560.4,56.04
642-61-4706,B,Member,Male,Food and beverages,2,196.14,2019-03-30,16:34:00,Cash,5.5,186.79999999999998,93.39999999999999
